work	abi	이름	Lv	갈래	핸들러	호출VA	생성자	종류	Obs	모션	자리	x	y	z	붙일곳	단계	지연	수명	그림	영상	영상인자
1445	74	어스퀘이크	5	핸들러	0x100ad9a0	0x100adcb2	0x100c1fa0	obs?	251	eax+6	self	나.x	나.y	나.z	맵	1	0	-	-	-	-
1445	74	어스퀘이크	5	핸들러	0x100ad9a0	0x100add39	0x100c1fa0	obs	972	0	self	나.x-2	나.y-200	나.z	맵	1	0	30	972:0	-	-
1445	74	어스퀘이크	5	핸들러	0x100ad9a0	0x100adda9	0x100c1fa0	obs	972	1	self	나.x+5	나.y	나.z	맵	1	0	30	972:1	-	-
1445	74	어스퀘이크	5	핸들러	0x100ad9a0	0x100ade1e	0x100c1fa0	obs	972	2	self	나.x-3	나.y+200	나.z	맵	1	0	30	972:2	-	-
1445	74	어스퀘이크	5	핸들러	0x100ad9a0	0x100adeac	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	25	-	-	-	-
1445	74	어스퀘이크	5	핸들러	0x100ad9a0	0x100adf11	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	60	-	-	-	-
1445	74	어스퀘이크	5	핸들러	0x100ad9a0	0x100adf82	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	45	-	-	-	-
1445	74	어스퀘이크	5	핸들러	0x100ad9a0	0x100adff3	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	30	-	-	-	-
1445	74	어스퀘이크	5	핸들러	0x100ad9a0	0x100ae073	0x100d0770	mov	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	Mov\0040.mov	17,0,0,4294967236,4294967051,0
1446	74	어스퀘이크	4	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1446	74	어스퀘이크	4	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1446	74	어스퀘이크	4	핸들러	0x100ad9a0	0x100ada20	0x100c1fa0	sound	1360	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1446	74	어스퀘이크	4	핸들러	0x100ad9a0	0x100adae6	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	50	-	-	-	-
1446	74	어스퀘이크	4	핸들러	0x100ad9a0	0x100adbb0	0x100c3340	obs?	251	eax	cell	esp+0x28	esp+0x26	나.z	맵	1	-	esp	-	-	-
1446	74	어스퀘이크	4	핸들러	0x100ad9a0	0x100adc4a	0x100d0430	code	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	-	-
1446	74	어스퀘이크	4	핸들러	0x100ad9a0	0x100adcb2	0x100c1fa0	obs?	251	eax+6	self	나.x	나.y	나.z	맵	1	0	-	-	-	-
1446	74	어스퀘이크	4	핸들러	0x100ad9a0	0x100add39	0x100c1fa0	obs	972	0	self	나.x-2	나.y-200	나.z	맵	1	0	30	972:0	-	-
1446	74	어스퀘이크	4	핸들러	0x100ad9a0	0x100adda9	0x100c1fa0	obs	972	1	self	나.x+5	나.y	나.z	맵	1	0	30	972:1	-	-
1446	74	어스퀘이크	4	핸들러	0x100ad9a0	0x100ade1e	0x100c1fa0	obs	972	2	self	나.x-3	나.y+200	나.z	맵	1	0	30	972:2	-	-
1446	74	어스퀘이크	4	핸들러	0x100ad9a0	0x100adeac	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	25	-	-	-	-
1446	74	어스퀘이크	4	핸들러	0x100ad9a0	0x100adf11	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	60	-	-	-	-
1446	74	어스퀘이크	4	핸들러	0x100ad9a0	0x100adf82	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	45	-	-	-	-
1446	74	어스퀘이크	4	핸들러	0x100ad9a0	0x100adff3	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	30	-	-	-	-
1446	74	어스퀘이크	4	핸들러	0x100ad9a0	0x100ae073	0x100d0770	mov	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	Mov\0040.mov	17,0,0,4294967236,4294967051,0
1447	74	어스퀘이크	3	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1447	74	어스퀘이크	3	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1447	74	어스퀘이크	3	핸들러	0x100ad9a0	0x100ada20	0x100c1fa0	sound	1360	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1447	74	어스퀘이크	3	핸들러	0x100ad9a0	0x100adae6	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	50	-	-	-	-
1447	74	어스퀘이크	3	핸들러	0x100ad9a0	0x100adbb0	0x100c3340	obs?	251	eax	cell	esp+0x28	esp+0x26	나.z	맵	1	-	esp	-	-	-
1447	74	어스퀘이크	3	핸들러	0x100ad9a0	0x100adc4a	0x100d0430	code	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	-	-
1447	74	어스퀘이크	3	핸들러	0x100ad9a0	0x100adcb2	0x100c1fa0	obs?	251	eax+6	self	나.x	나.y	나.z	맵	1	0	-	-	-	-
1447	74	어스퀘이크	3	핸들러	0x100ad9a0	0x100add39	0x100c1fa0	obs	972	0	self	나.x-2	나.y-200	나.z	맵	1	0	30	972:0	-	-
1447	74	어스퀘이크	3	핸들러	0x100ad9a0	0x100adda9	0x100c1fa0	obs	972	1	self	나.x+5	나.y	나.z	맵	1	0	30	972:1	-	-
1447	74	어스퀘이크	3	핸들러	0x100ad9a0	0x100ade1e	0x100c1fa0	obs	972	2	self	나.x-3	나.y+200	나.z	맵	1	0	30	972:2	-	-
1447	74	어스퀘이크	3	핸들러	0x100ad9a0	0x100adeac	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	25	-	-	-	-
1447	74	어스퀘이크	3	핸들러	0x100ad9a0	0x100adf11	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	60	-	-	-	-
1447	74	어스퀘이크	3	핸들러	0x100ad9a0	0x100adf82	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	45	-	-	-	-
1447	74	어스퀘이크	3	핸들러	0x100ad9a0	0x100adff3	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	30	-	-	-	-
1447	74	어스퀘이크	3	핸들러	0x100ad9a0	0x100ae073	0x100d0770	mov	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	Mov\0040.mov	17,0,0,4294967236,4294967051,0
1448	74	어스퀘이크	2	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1448	74	어스퀘이크	2	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1448	74	어스퀘이크	2	핸들러	0x100ad9a0	0x100ada20	0x100c1fa0	sound	1360	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1448	74	어스퀘이크	2	핸들러	0x100ad9a0	0x100adae6	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	50	-	-	-	-
1448	74	어스퀘이크	2	핸들러	0x100ad9a0	0x100adbb0	0x100c3340	obs?	251	eax	cell	esp+0x28	esp+0x26	나.z	맵	1	-	esp	-	-	-
1448	74	어스퀘이크	2	핸들러	0x100ad9a0	0x100adc4a	0x100d0430	code	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	-	-
1448	74	어스퀘이크	2	핸들러	0x100ad9a0	0x100adcb2	0x100c1fa0	obs?	251	eax+6	self	나.x	나.y	나.z	맵	1	0	-	-	-	-
1448	74	어스퀘이크	2	핸들러	0x100ad9a0	0x100add39	0x100c1fa0	obs	972	0	self	나.x-2	나.y-200	나.z	맵	1	0	30	972:0	-	-
1448	74	어스퀘이크	2	핸들러	0x100ad9a0	0x100adda9	0x100c1fa0	obs	972	1	self	나.x+5	나.y	나.z	맵	1	0	30	972:1	-	-
1448	74	어스퀘이크	2	핸들러	0x100ad9a0	0x100ade1e	0x100c1fa0	obs	972	2	self	나.x-3	나.y+200	나.z	맵	1	0	30	972:2	-	-
1448	74	어스퀘이크	2	핸들러	0x100ad9a0	0x100adeac	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	25	-	-	-	-
1448	74	어스퀘이크	2	핸들러	0x100ad9a0	0x100adf11	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	60	-	-	-	-
1448	74	어스퀘이크	2	핸들러	0x100ad9a0	0x100adf82	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	45	-	-	-	-
1448	74	어스퀘이크	2	핸들러	0x100ad9a0	0x100adff3	0x100c6f70	code	-	-	self	나.x	나.y	나.z	맵	1	30	-	-	-	-
1448	74	어스퀘이크	2	핸들러	0x100ad9a0	0x100ae073	0x100d0770	mov	-	-	self	나.x	나.y	나.z	맵	1	-	-	-	Mov\0040.mov	17,0,0,4294967236,4294967051,0
1449	75	썬더 스톰	10	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1449	75	썬더 스톰	10	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x1008808f	0x100c1fa0	sound	385	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x100880f4	0x100cd270	obs	218	2	self	나.x	나.y	나.z+150	맵	0	-	-	218:2	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x10088196	0x100cd270	obs	218	2	self	나.x	나.y	나.z+150	맵	0	-	-	218:2	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x1008822b	0x100cd270	obs	218	2	self	나.x	나.y	나.z+150	맵	0	-	-	218:2	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x100882c0	0x100cd270	obs	218	2	self	나.x	나.y	나.z+150	맵	0	-	-	218:2	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x100884c4	0x100c1fa0	obs	215	0	self	나.x	나.y	나.z+150	맵	0	0	-	215:0	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x1008853c	0x100c1fa0	obs	215	1	self	나.x	나.y	나.z+150	맵	0	&&esp+0x48+0x10+0x0+0xb9	-	215:1	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x100885c1	0x100c1fa0	obs	215	2	self	나.x	나.y	나.z+150	맵	0	0	-	215:2	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x10088641	0x100c1fa0	obs	217	0	self	나.x	나.y	나.z+150	맵	0	&&esp+0x48+0x10+0x0+0xb4	-	217:0	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x100886e6	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x1008873c	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x1008880a	0x100c1fa0	sound	385	4	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x100888b1	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x10088907	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x10088a0f	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x10088a65	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x10088b33	0x100c1fa0	sound	385	4	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x10088bd1	0x100c1fa0	sound	385	2	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x10088c42	0x100c9c40	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x10088d01	0x100c9c40	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x10088dcc	0x100c9c40	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x10088e97	0x100c9c40	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x10088f7e	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x10088fd1	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x100890ae	0x100c1fa0	sound	385	2	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1449	75	썬더 스톰	10	핸들러	0x10087ff0	0x1008911d	0x100c1fa0	sound	385	5	self	나.x	나.y	나.z	맵	0	0	10	-	-	-
1450	75	썬더 스톰	9	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1450	75	썬더 스톰	9	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x1008808f	0x100c1fa0	sound	385	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x100880f4	0x100cd270	obs	218	2	self	나.x	나.y	나.z+150	맵	0	-	-	218:2	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x10088196	0x100cd270	obs	218	2	self	나.x	나.y	나.z+150	맵	0	-	-	218:2	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x1008822b	0x100cd270	obs	218	2	self	나.x	나.y	나.z+150	맵	0	-	-	218:2	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x100882c0	0x100cd270	obs	218	2	self	나.x	나.y	나.z+150	맵	0	-	-	218:2	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x100884c4	0x100c1fa0	obs	215	0	self	나.x	나.y	나.z+150	맵	0	0	-	215:0	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x1008853c	0x100c1fa0	obs	215	1	self	나.x	나.y	나.z+150	맵	0	&&esp+0x48+0x10+0x0+0xb9	-	215:1	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x100885c1	0x100c1fa0	obs	215	2	self	나.x	나.y	나.z+150	맵	0	0	-	215:2	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x10088641	0x100c1fa0	obs	217	0	self	나.x	나.y	나.z+150	맵	0	&&esp+0x48+0x10+0x0+0xb4	-	217:0	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x100886e6	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x1008873c	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x1008880a	0x100c1fa0	sound	385	4	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x100888b1	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x10088907	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x10088a0f	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x10088a65	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x10088b33	0x100c1fa0	sound	385	4	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x10088bd1	0x100c1fa0	sound	385	2	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x10088c42	0x100c9c40	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x10088d01	0x100c9c40	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x10088dcc	0x100c9c40	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x10088e97	0x100c9c40	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x10088f7e	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x10088fd1	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x100890ae	0x100c1fa0	sound	385	2	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1450	75	썬더 스톰	9	핸들러	0x10087ff0	0x1008911d	0x100c1fa0	sound	385	5	self	나.x	나.y	나.z	맵	0	0	10	-	-	-
1451	75	썬더 스톰	8	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1451	75	썬더 스톰	8	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x1008808f	0x100c1fa0	sound	385	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x100880f4	0x100cd270	obs	218	2	self	나.x	나.y	나.z+150	맵	0	-	-	218:2	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x10088196	0x100cd270	obs	218	2	self	나.x	나.y	나.z+150	맵	0	-	-	218:2	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x1008822b	0x100cd270	obs	218	2	self	나.x	나.y	나.z+150	맵	0	-	-	218:2	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x100882c0	0x100cd270	obs	218	2	self	나.x	나.y	나.z+150	맵	0	-	-	218:2	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x100884c4	0x100c1fa0	obs	215	0	self	나.x	나.y	나.z+150	맵	0	0	-	215:0	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x1008853c	0x100c1fa0	obs	215	1	self	나.x	나.y	나.z+150	맵	0	&&esp+0x48+0x10+0x0+0xb9	-	215:1	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x100885c1	0x100c1fa0	obs	215	2	self	나.x	나.y	나.z+150	맵	0	0	-	215:2	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x10088641	0x100c1fa0	obs	217	0	self	나.x	나.y	나.z+150	맵	0	&&esp+0x48+0x10+0x0+0xb4	-	217:0	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x100886e6	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x1008873c	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x1008880a	0x100c1fa0	sound	385	4	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x100888b1	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x10088907	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x10088a0f	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x10088a65	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x10088b33	0x100c1fa0	sound	385	4	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x10088bd1	0x100c1fa0	sound	385	2	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x10088c42	0x100c9c40	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x10088d01	0x100c9c40	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x10088dcc	0x100c9c40	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x10088e97	0x100c9c40	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x10088f7e	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x10088fd1	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x100890ae	0x100c1fa0	sound	385	2	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1451	75	썬더 스톰	8	핸들러	0x10087ff0	0x1008911d	0x100c1fa0	sound	385	5	self	나.x	나.y	나.z	맵	0	0	10	-	-	-
1452	75	썬더 스톰	7	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1452	75	썬더 스톰	7	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x1008808f	0x100c1fa0	sound	385	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x100880f4	0x100cd270	obs	218	2	self	나.x	나.y	나.z+150	맵	0	-	-	218:2	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x10088196	0x100cd270	obs	218	2	self	나.x	나.y	나.z+150	맵	0	-	-	218:2	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x1008822b	0x100cd270	obs	218	2	self	나.x	나.y	나.z+150	맵	0	-	-	218:2	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x100882c0	0x100cd270	obs	218	2	self	나.x	나.y	나.z+150	맵	0	-	-	218:2	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x100884c4	0x100c1fa0	obs	215	0	self	나.x	나.y	나.z+150	맵	0	0	-	215:0	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x1008853c	0x100c1fa0	obs	215	1	self	나.x	나.y	나.z+150	맵	0	&&esp+0x48+0x10+0x0+0xb9	-	215:1	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x100885c1	0x100c1fa0	obs	215	2	self	나.x	나.y	나.z+150	맵	0	0	-	215:2	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x10088641	0x100c1fa0	obs	217	0	self	나.x	나.y	나.z+150	맵	0	&&esp+0x48+0x10+0x0+0xb4	-	217:0	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x100886e6	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x1008873c	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x1008880a	0x100c1fa0	sound	385	4	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x100888b1	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x10088907	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x10088a0f	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x10088a65	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x10088b33	0x100c1fa0	sound	385	4	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x10088bd1	0x100c1fa0	sound	385	2	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x10088c42	0x100c9c40	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x10088d01	0x100c9c40	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x10088dcc	0x100c9c40	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x10088e97	0x100c9c40	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x10088f7e	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x10088fd1	0x100c89c0	code	-	-	self	나.x	나.y	나.z	맵	0	-	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x100890ae	0x100c1fa0	sound	385	2	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1452	75	썬더 스톰	7	핸들러	0x10087ff0	0x1008911d	0x100c1fa0	sound	385	5	self	나.x	나.y	나.z	맵	0	0	10	-	-	-
1453	75	썬더 스톰	6	준비	0x1007e140	0x1007e249	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
1453	75	썬더 스톰	6	준비	0x1007e140	0x1007e2a2	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0042.mov	17,0,0,4294967174,4294967046,0
